t_readout_s,T_K,P_err_default,P_err_small_barrier
1.053977e-08,6.97123,4.850639e-01,3.666903e-01
1.053977e-08,7.15205,4.827792e-01,3.758277e-01
1.053977e-08,7.33288,4.802959e-01,3.843471e-01
1.053977e-08,7.51370,4.776142e-01,3.922798e-01
1.053977e-08,7.69452,4.747359e-01,3.996581e-01
1.053977e-08,7.87534,4.716641e-01,4.065147e-01
1.053977e-08,8.05616,4.684033e-01,4.128816e-01
1.053977e-08,8.23699,4.649592e-01,4.187903e-01
1.053977e-08,8.41781,4.613389e-01,4.242715e-01
1.053977e-08,8.59863,4.575504e-01,4.293542e-01
1.053977e-08,8.77945,4.536028e-01,4.340664e-01
1.053977e-08,8.96027,4.495060e-01,4.384347e-01
1.053977e-08,9.14110,4.452708e-01,4.424839e-01
1.053977e-08,9.32192,4.409084e-01,4.462376e-01
1.053977e-08,9.50274,4.364310e-01,4.497177e-01
1.053977e-08,9.68356,4.318507e-01,4.529447e-01
1.053977e-08,9.86438,4.271804e-01,4.559378e-01
1.414767e-08,0.10000,5.000000e-01,5.000000e-01
1.414767e-08,0.28082,5.000000e-01,4.999708e-01
1.414767e-08,0.46164,5.000000e-01,4.962596e-01
1.414767e-08,0.64247,5.000000e-01,4.696067e-01
1.414767e-08,0.82329,5.000000e-01,4.068474e-01
1.414767e-08,1.00411,5.000000e-01,3.215366e-01
1.414767e-08,1.18493,5.000000e-01,2.363576e-01
1.414767e-08,1.36575,5.000000e-01,1.656559e-01
1.414767e-08,1.54658,5.000000e-01,1.133231e-01
1.414767e-08,1.72740,5.000000e-01,7.747172e-02
1.414767e-08,1.90822,5.000000e-01,5.455038e-02
1.414767e-08,2.08904,5.000000e-01,4.131283e-02
1.414767e-08,2.26986,4.999999e-01,3.535610e-02
1.414767e-08,2.45068,4.999996e-01,3.504923e-02
1.414767e-08,2.63151,4.999986e-01,3.930240e-02
1.414767e-08,2.81233,4.999962e-01,4.735298e-02
1.414767e-08,2.99315,4.999910e-01,5.861389e-02
1.414767e-08,3.17397,4.999804e-01,7.258168e-02
1.414767e-08,3.35479,4.999610e-01,8.878869e-02
1.414767e-08,3.53562,4.999275e-01,1.067839e-01
1.414767e-08,3.71644,4.998733e-01,1.261307e-01
1.414767e-08,3.89726,4.997896e-01,1.464122e-01
1.414767e-08,4.07808,4.996663e-01,1.672402e-01
1.414767e-08,4.25890,4.994910e-01,1.882633e-01
1.414767e-08,4.43973,4.992500e-01,2.091727e-01
1.414767e-08,4.62055,4.989282e-01,2.297061e-01
1.414767e-08,4.80137,4.985095e-01,2.496483e-01
1.414767e-08,4.98219,4.979770e-01,2.688297e-01
1.414767e-08,5.16301,4.973132e-01,2.871235e-01
1.414767e-08,5.34384,4.965009e-01,3.044415e-01
1.414767e-08,5.52466,4.955230e-01,3.207288e-01
1.414767e-08,5.70548,4.943634e-01,3.359590e-01
1.414767e-08,5.88630,4.930065e-01,3.501293e-01
1.414767e-08,6.06712,4.914385e-01,3.632553e-01
1.414767e-08,6.24795,4.896469e-01,3.753674e-01
1.414767e-08,6.42877,4.876210e-01,3.865064e-01
1.414767e-08,6.60959,4.853518e-01,3.967209e-01
1.414767e-08,6.79041,4.828329e-01,4.060643e-01
1.414767e-08,6.97123,4.800594e-01,4.145924e-01
1.414767e-08,7.15205,4.770291e-01,4.223622e-01
1.414767e-08,7.33288,4.737416e-01,4.294304e-01
1.414767e-08,7.51370,4.701991e-01,4.358522e-01
1.414767e-08,7.69452,4.664056e-01,4.416806e-01
1.414767e-08,7.87534,4.623672e-01,4.469660e-01
1.414767e-08,8.05616,4.580921e-01,4.517560e-01
1.414767e-08,8.23699,4.535901e-01,4.560949e-01
1.414767e-08,8.41781,4.488729e-01,4.600241e-01
1.414767e-08,8.59863,4.439535e-01,4.635815e-01
1.414767e-08,8.77945,4.388465e-01,4.668021e-01
1.414767e-08,8.96027,4.335674e-01,4.697180e-01
1.414767e-08,9.14110,4.281329e-01,4.723584e-01
1.414767e-08,9.32192,4.225606e-01,4.747499e-01
1.414767e-08,9.50274,4.168686e-01,4.769167e-01
1.414767e-08,9.68356,4.110755e-01,4.788806e-01
1.414767e-08,9.86438,4.052003e-01,4.806614e-01
1.899061e-08,0.10000,5.000000e-01,5.000000e-01
1.899061e-08,0.28082,5.000000e-01,4.999608e-01
1.899061e-08,0.46164,5.000000e-01,4.949857e-01
1.899061e-08,0.64247,5.000000e-01,4.596329e-01
1.899061e-08,0.82329,5.000000e-01,3.791241e-01
1.899061e-08,1.00411,5.000000e-01,2.764373e-01
1.899061e-08,1.18493,5.000000e-01,1.828965e-01
1.899061e-08,1.36575,5.000000e-01,1.135682e-01
1.899061e-08,1.54658,5.000000e-01,6.849781e-02
1.899061e-08,1.72740,5.000000e-01,4.193060e-02
1.899061e-08,1.90822,5.000000e-01,2.808455e-02
1.899061e-08,2.08904,5.000000e-01,2.291030e-02
1.899061e-08,2.26986,4.999998e-01,2.398855e-02
1.899061e-08,2.45068,4.999994e-01,2.996947e-02
1.899061e-08,2.63151,4.999981e-01,4.007716e-02
1.899061e-08,2.81233,4.999949e-01,5.378451e-02
1.899061e-08,2.99315,4.999879e-01,7.063278e-02
1.899061e-08,3.17397,4.999737e-01,9.014879e-02
1.899061e-08,3.35479,4.999476e-01,1.118210e-01
1.899061e-08,3.53562,4.999027e-01,1.351077e-01
1.899061e-08,3.71644,4.998299e-01,1.594594e-01
1.899061e-08,3.89726,4.997176e-01,1.843452e-01
1.899061e-08,4.07808,4.995521e-01,2.092758e-01
1.899061e-08,4.25890,4.993168e-01,2.338217e-01
1.899061e-08,4.43973,4.989935e-01,2.576230e-01
1.899061e-08,4.62055,4.985619e-01,2.803945e-01
1.899061e-08,4.80137,4.980004e-01,3.019238e-01
1.899061e-08,4.98219,4.972864e-01,3.220666e-01
1.899061e-08,5.16301,4.963968e-01,3.407386e-01
1.899061e-08,5.34384,4.953088e-01,3.579064e-01
1.899061e-08,5.52466,4.939999e-01,3.735779e-01
1.899061e-08,5.70548,4.924488e-01,3.877935e-01
1.899061e-08,5.88630,4.906357e-01,4.006169e-01
1.899061e-08,6.06712,4.885426e-01,4.121285e-01
1.899061e-08,6.24795,4.861540e-01,4.224191e-01
1.899061e-08,6.42877,4.834568e-01,4.315845e-01
1.899061e-08,6.60959,4.804408e-01,4.397222e-01
1.899061e-08,6.79041,4.770989e-01,4.469280e-01
1.899061e-08,6.97123,4.734269e-01,4.532942e-01
1.899061e-08,7.15205,4.694242e-01,4.589078e-01
1.899061e-08,7.33288,4.650930e-01,4.638500e-01
1.899061e-08,7.51370,4.604389e-01,4.681957e-01
1.899061e-08,7.69452,4.554704e-01,4.720131e-01
1.899061e-08,7.87534,4.501993e-01,4.753638e-01
1.899061e-08,8.05616,4.446396e-01,4.783034e-01
1.899061e-08,8.23699,4.388084e-01,4.808814e-01
1.899061e-08,8.41781,4.327248e-01,4.831419e-01
1.899061e-08,8.59863,4.264099e-01,4.851241e-01
1.899061e-08,8.77945,4.198870e-01,4.868625e-01
1.899061e-08,8.96027,4.131805e-01,4.883874e-01
1.899061e-08,9.14110,4.063162e-01,4.897256e-01
1.899061e-08,9.32192,3.993209e-01,4.909006e-01
1.899061e-08,9.50274,3.922220e-01,4.919328e-01
1.899061e-08,9.68356,3.850472e-01,4.928402e-01
1.899061e-08,9.86438,3.778245e-01,4.936384e-01
2.549134e-08,0.10000,5.000000e-01,5.000000e-01
2.549134e-08,0.28082,5.000000e-01,4.999474e-01
2.549134e-08,0.46164,5.000000e-01,4.932808e-01
2.549134e-08,0.64247,5.000000e-01,4.465772e-01
2.549134e-08,0.82329,5.000000e-01,3.448572e-01
2.549134e-08,1.00411,5.000000e-01,2.256819e-01
2.549134e-08,1.18493,5.000000e-01,1.296448e-01
2.549134e-08,1.36575,5.000000e-01,6.850000e-02
2.549134e-08,1.54658,5.000000e-01,3.521821e-02
2.549134e-08,1.72740,5.000000e-01,1.959813e-02
2.549134e-08,1.90822,5.000000e-01,1.451410e-02
2.549134e-08,2.08904,5.000000e-01,1.619716e-02
2.549134e-08,2.26986,4.999998e-01,2.297326e-02
2.549134e-08,2.45068,4.999992e-01,3.416906e-02
2.549134e-08,2.63151,4.999975e-01,4.945586e-02
2.549134e-08,2.81233,4.999932e-01,6.852037e-02
2.549134e-08,2.99315,4.999837e-01,9.093052e-02
2.549134e-08,3.17397,4.999647e-01,1.161093e-01
2.549134e-08,3.35479,4.999297e-01,1.433647e-01
2.549134e-08,3.53562,4.998694e-01,1.719436e-01
2.549134e-08,3.71644,4.997716e-01,2.010913e-01
2.549134e-08,3.89726,4.996210e-01,2.301032e-01
2.549134e-08,4.07808,4.993988e-01,2.583643e-01
2.549134e-08,4.25890,4.990832e-01,2.853727e-01
2.549134e-08,4.43973,4.986494e-01,3.107493e-01
2.549134e-08,4.62055,4.980706e-01,3.342355e-01
2.549134e-08,4.80137,4.973177e-01,3.556829e-01
2.549134e-08,4.98219,4.963609e-01,3.750370e-01
2.549134e-08,5.16301,4.951695e-01,3.923190e-01
2.549134e-08,5.34384,4.937132e-01,4.076078e-01
2.549134e-08,5.52466,4.919629e-01,4.210228e-01
2.549134e-08,5.70548,4.898908e-01,4.327091e-01
2.549134e-08,5.88630,4.874716e-01,4.428254e-01
2.549134e-08,6.06712,4.846829e-01,4.515346e-01
2.549134e-08,6.24795,4.815057e-01,4.589967e-01
2.549134e-08,6.42877,4.779250e-01,4.653643e-01
2.549134e-08,6.60959,4.739299e-01,4.707788e-01
2.549134e-08,6.79041,4.695139e-01,4.753693e-01
2.549134e-08,6.97123,4.646754e-01,4.792516e-01
2.549134e-08,7.15205,4.594173e-01,4.825282e-01
2.549134e-08,7.33288,4.537474e-01,4.852893e-01
2.549134e-08,7.51370,4.476779e-01,4.876129e-01
2.549134e-08,7.69452,4.412256e-01,4.895665e-01
2.549134e-08,7.87534,4.344113e-01,4.912079e-01
2.549134e-08,8.05616,4.272599e-01,4.925865e-01
2.549134e-08,8.23699,4.197997e-01,4.937442e-01
2.549134e-08,8.41781,4.120620e-01,4.947165e-01
2.549134e-08,8.59863,4.040810e-01,4.955331e-01
2.549134e-08,8.77945,3.958930e-01,4.962194e-01
2.549134e-08,8.96027,3.875360e-01,4.967964e-01
2.549134e-08,9.14110,3.790493e-01,4.972819e-01
2.549134e-08,9.32192,3.704733e-01,4.976908e-01
2.549134e-08,9.50274,3.618483e-01,4.980354e-01
2.549134e-08,9.68356,3.532149e-01,4.983261e-01
2.549134e-08,9.86438,3.446131e-01,4.985717e-01
3.421737e-08,0.10000,5.000000e-01,5.000000e-01
3.421737e-08,0.28082,5.000000e-01,4.999293e-01
3.421737e-08,0.46164,5.000000e-01,4.910015e-01
3.421737e-08,0.64247,5.000000e-01,4.296334e-01
3.421737e-08,0.82329,5.000000e-01,3.036783e-01
3.421737e-08,1.00411,5.000000e-01,1.718866e-01
3.421737e-08,1.18493,5.000000e-01,8.170491e-02
3.421737e-08,1.36575,5.000000e-01,3.489405e-02
3.421737e-08,1.54658,5.000000e-01,1.506603e-02
3.421737e-08,1.72740,5.000000e-01,9.072570e-03
3.421737e-08,1.90822,5.000000e-01,1.047855e-02
3.421737e-08,2.08904,4.999999e-01,1.701465e-02
3.421737e-08,2.26986,4.999997e-01,2.820049e-02
3.421737e-08,2.45068,4.999989e-01,4.406254e-02
3.421737e-08,2.63151,4.999966e-01,6.456199e-02
3.421737e-08,2.81233,4.999909e-01,8.938111e-02
3.421737e-08,2.99315,4.999781e-01,1.178878e-01
3.421737e-08,3.17397,4.999526e-01,1.491926e-01
3.421737e-08,3.35479,4.999056e-01,1.822501e-01
3.421737e-08,3.53562,4.998247e-01,2.159723e-01
3.421737e-08,3.71644,4.996935e-01,2.493323e-01
3.421737e-08,3.89726,4.994914e-01,2.814421e-01
3.421737e-08,4.07808,4.991932e-01,3.116012e-01
3.421737e-08,4.25890,4.987697e-01,3.393149e-01
3.421737e-08,4.43973,4.981880e-01,3.642881e-01
3.421737e-08,4.62055,4.974118e-01,3.864021e-01
3.421737e-08,4.80137,4.964029e-01,4.056816e-01
3.421737e-08,4.98219,4.951213e-01,4.222587e-01
3.421737e-08,5.16301,4.935268e-01,4.363380e-01
3.421737e-08,5.34384,4.915797e-01,4.481665e-01
3.421737e-08,5.52466,4.892420e-01,4.580093e-01
3.421737e-08,5.70548,4.864784e-01,4.661311e-01
3.421737e-08,5.88630,4.832572e-01,4.727838e-01
3.421737e-08,6.06712,4.795512e-01,4.781984e-01
3.421737e-08,6.24795,4.753384e-01,4.825812e-01
3.421737e-08,6.42877,4.706027e-01,4.861122e-01
3.421737e-08,6.60959,4.653345e-01,4.889456e-01
3.421737e-08,6.79041,4.595307e-01,4.912116e-01
3.421737e-08,6.97123,4.531954e-01,4.930190e-01
3.421737e-08,7.15205,4.463394e-01,4.944574e-01
3.421737e-08,7.33288,4.389807e-01,4.956001e-01
3.421737e-08,7.51370,4.311437e-01,4.965068e-01
3.421737e-08,7.69452,4.228594e-01,4.972256e-01
3.421737e-08,7.87534,4.141643e-01,4.977952e-01
3.421737e-08,8.05616,4.051003e-01,4.982463e-01
3.421737e-08,8.23699,3.957142e-01,4.986037e-01
3.421737e-08,8.41781,3.860562e-01,4.988870e-01
3.421737e-08,8.59863,3.761800e-01,4.991116e-01
3.421737e-08,8.77945,3.661417e-01,4.992898e-01
3.421737e-08,8.96027,3.559987e-01,4.994314e-01
3.421737e-08,9.14110,3.458095e-01,4.995439e-01
3.421737e-08,9.32192,3.356324e-01,4.996336e-01
3.421737e-08,9.50274,3.255253e-01,4.997050e-01
3.421737e-08,9.68356,3.155446e-01,4.997621e-01
3.421737e-08,9.86438,3.057448e-01,4.998077e-01
4.593042e-08,0.10000,5.000000e-01,5.000000e-01
4.593042e-08,0.28082,5.000000e-01,4.999051e-01
4.593042e-08,0.46164,5.000000e-01,4.879586e-01
4.593042e-08,0.64247,5.000000e-01,4.078957e-01
4.593042e-08,0.82329,5.000000e-01,2.560258e-01
4.593042e-08,1.00411,5.000000e-01,1.192657e-01
4.593042e-08,1.18493,5.000000e-01,4.399958e-02
4.593042e-08,1.36575,5.000000e-01,1.436224e-02
4.593042e-08,1.54658,5.000000e-01,5.904733e-03
4.593042e-08,1.72740,5.000000e-01,6.248793e-03
4.593042e-08,1.90822,5.000000e-01,1.164596e-02
4.593042e-08,2.08904,4.999999e-01,2.175622e-02
4.593042e-08,2.26986,4.999996e-01,3.709907e-02
4.593042e-08,2.45068,4.999985e-01,5.807613e-02
4.593042e-08,2.63151,4.999955e-01,8.462173e-02
4.593042e-08,2.81233,4.999877e-01,1.161210e-01
4.593042e-08,2.99315,4.999706e-01,1.514759e-01
4.593042e-08,3.17397,4.999364e-01,1.892614e-01
4.593042e-08,3.35479,4.998733e-01,2.279215e-01
4.593042e-08,3.53562,4.997647e-01,2.659611e-01
4.593042e-08,3.71644,4.995886e-01,3.020980e-01
4.593042e-08,3.89726,4.993174e-01,3.353586e-01
4.593042e-08,4.07808,4.989173e-01,3.651114e-01
4.593042e-08,4.25890,4.983493e-01,3.910524e-01
4.593042e-08,4.43973,4.975692e-01,4.131543e-01
4.593042e-08,4.62055,4.965290e-01,4.315997e-01
4.593042e-08,4.80137,4.951776e-01,4.467115e-01
4.593042e-08,4.98219,4.934623e-01,4.588894e-01
4.593042e-08,5.16301,4.913305e-01,4.685602e-01
4.593042e-08,5.34384,4.887305e-01,4.761411e-01
4.593042e-08,5.52466,4.856138e-01,4.820160e-01
4.593042e-08,5.70548,4.819361e-01,4.865235e-01
4.593042e-08,5.88630,4.776589e-01,4.899516e-01
4.593042e-08,6.06712,4.727506e-01,4.925393e-01
4.593042e-08,6.24795,4.671880e-01,4.944800e-01
4.593042e-08,6.42877,4.609566e-01,4.959273e-01
4.593042e-08,6.60959,4.540519e-01,4.970018e-01
4.593042e-08,6.79041,4.464792e-01,4.977964e-01
4.593042e-08,6.97123,4.382545e-01,4.983823e-01
4.593042e-08,7.15205,4.294040e-01,4.988131e-01
4.593042e-08,7.33288,4.199638e-01,4.991294e-01
4.593042e-08,7.51370,4.099795e-01,4.993613e-01
4.593042e-08,7.69452,3.995055e-01,4.995312e-01
4.593042e-08,7.87534,3.886039e-01,4.996556e-01
4.593042e-08,8.05616,3.773436e-01,4.997467e-01
4.593042e-08,8.23699,3.657990e-01,4.998135e-01
4.593042e-08,8.41781,3.540488e-01,4.998624e-01
4.593042e-08,8.59863,3.421745e-01,4.998983e-01
4.593042e-08,8.77945,3.302595e-01,4.999247e-01
4.593042e-08,8.96027,3.183873e-01,4.999442e-01
4.593042e-08,9.14110,3.066404e-01,4.999585e-01
4.593042e-08,9.32192,2.950993e-01,4.999690e-01
4.593042e-08,9.50274,2.838413e-01,4.999769e-01
4.593042e-08,9.68356,2.729396e-01,4.999827e-01
4.593042e-08,9.86438,2.624622e-01,4.999870e-01
6.165302e-08,0.10000,5.000000e-01,5.000000e-01
6.165302e-08,0.28082,5.000000e-01,4.998727e-01
6.165302e-08,0.46164,5.000000e-01,4.839036e-01
6.165302e-08,0.64247,5.000000e-01,3.804359e-01
6.165302e-08,0.82329,5.000000e-01,2.036002e-01
6.165302e-08,1.00411,5.000000e-01,7.302621e-02
6.165302e-08,1.18493,5.000000e-01,1.923229e-02
6.165302e-08,1.36575,5.000000e-01,4.790575e-03
6.165302e-08,1.54658,5.000000e-01,3.354947e-03
6.165302e-08,1.72740,5.000000e-01,7.036892e-03
6.165302e-08,1.90822,5.000000e-01,1.519061e-02
6.165302e-08,2.08904,4.999999e-01,2.887572e-02
6.165302e-08,2.26986,4.999995e-01,4.912386e-02
6.165302e-08,2.45068,4.999980e-01,7.635549e-02
6.165302e-08,2.63151,4.999939e-01,1.101640e-01
6.165302e-08,2.81233,4.999835e-01,1.493237e-01
6.165302e-08,2.99315,4.999606e-01,1.919792e-01
6.165302e-08,3.17397,4.999146e-01,2.359525e-01
6.165302e-08,3.35479,4.998299e-01,2.790830e-01
6.165302e-08,3.53562,4.996841e-01,3.195181e-01
6.165302e-08,3.71644,4.994479e-01,3.559006e-01
6.165302e-08,3.89726,4.990839e-01,3.874367e-01
6.165302e-08,4.07808,4.985472e-01,4.138608e-01
6.165302e-08,4.25890,4.977855e-01,4.353318e-01
6.165302e-08,4.43973,4.967398e-01,4.523004e-01
6.165302e-08,4.62055,4.953464e-01,4.653798e-01
6.165302e-08,4.80137,4.935376e-01,4.752377e-01
6.165302e-08,4.98219,4.912443e-01,4.825201e-01
6.165302e-08,5.16301,4.883979e-01,4.878047e-01
6.165302e-08,5.34384,4.849323e-01,4.915793e-01
6.165302e-08,5.52466,4.807866e-01,4.942382e-01
6.165302e-08,5.70548,4.759069e-01,4.960884e-01
6.165302e-08,5.88630,4.702485e-01,4.973623e-01
6.165302e-08,6.06712,4.637780e-01,4.982313e-01
6.165302e-08,6.24795,4.564743e-01,4.988196e-01
6.165302e-08,6.42877,4.483307e-01,4.992152e-01
6.165302e-08,6.60959,4.393549e-01,4.994798e-01
6.165302e-08,6.79041,4.295701e-01,4.996559e-01
6.165302e-08,6.97123,4.190148e-01,4.997727e-01
6.165302e-08,7.15205,4.077423e-01,4.998500e-01
6.165302e-08,7.33288,3.958200e-01,4.999011e-01
6.165302e-08,7.51370,3.833284e-01,4.999347e-01
6.165302e-08,7.69452,3.703590e-01,4.999569e-01
6.165302e-08,7.87534,3.570133e-01,4.999715e-01
6.165302e-08,8.05616,3.433999e-01,4.999811e-01
6.165302e-08,8.23699,3.296331e-01,4.999875e-01
6.165302e-08,8.41781,3.158300e-01,4.999917e-01
6.165302e-08,8.59863,3.021089e-01,4.999945e-01
6.165302e-08,8.77945,2.885864e-01,4.999963e-01
6.165302e-08,8.96027,2.753762e-01,4.999975e-01
6.165302e-08,9.14110,2.625865e-01,4.999983e-01
6.165302e-08,9.32192,2.503186e-01,4.999989e-01
6.165302e-08,9.50274,2.386657e-01,4.999992e-01
6.165302e-08,9.68356,2.277114e-01,4.999995e-01
6.165302e-08,9.86438,2.175294e-01,4.999996e-01
8.275766e-08,0.10000,5.000000e-01,5.000000e-01
8.275766e-08,0.28082,5.000000e-01,4.998291e-01
8.275766e-08,0.46164,5.000000e-01,4.785135e-01
8.275766e-08,0.64247,5.000000e-01,3.464599e-01
8.275766e-08,0.82329,5.000000e-01,1.496963e-01
8.275766e-08,1.00411,5.000000e-01,3.780951e-02
8.275766e-08,1.18493,5.000000e-01,6.439153e-03
8.275766e-08,1.36575,5.000000e-01,1.784665e-03
8.275766e-08,1.54658,5.000000e-01,3.564905e-03
8.275766e-08,1.72740,5.000000e-01,9.250552e-03
8.275766e-08,1.90822,5.000000e-01,2.025277e-02
8.275766e-08,2.08904,4.999999e-01,3.836649e-02
8.275766e-08,2.26986,4.999993e-01,6.480480e-02
8.275766e-08,2.45068,4.999974e-01,9.971799e-02
8.275766e-08,2.63151,4.999918e-01,1.420008e-01
8.275766e-08,2.81233,4.999779e-01,1.894236e-01
8.275766e-08,2.99315,4.999471e-01,2.390479e-01
8.275766e-08,3.17397,4.998854e-01,2.877915e-01
8.275766e-08,3.35479,4.997717e-01,3.329692e-01
8.275766e-08,3.53562,4.995761e-01,3.726650e-01
8.275766e-08,3.71644,4.992590e-01,4.058744e-01
8.275766e-08,3.89726,4.987707e-01,4.324347e-01
8.275766e-08,4.07808,4.980509e-01,4.528206e-01
8.275766e-08,4.25890,4.970297e-01,4.678914e-01
8.275766e-08,4.43973,4.956288e-01,4.786598e-01
8.275766e-08,4.62055,4.937634e-01,4.861207e-01
8.275766e-08,4.80137,4.913448e-01,4.911486e-01
8.275766e-08,4.98219,4.882829e-01,4.944540e-01
8.275766e-08,5.16301,4.844893e-01,4.965793e-01
8.275766e-08,5.34384,4.798811e-01,4.979193e-01
8.275766e-08,5.52466,4.743838e-01,4.987497e-01
8.275766e-08,5.70548,4.679349e-01,4.992566e-01
8.275766e-08,5.88630,4.604866e-01,4.995619e-01
8.275766e-08,6.06712,4.520090e-01,4.997438e-01
8.275766e-08,6.24795,4.424919e-01,4.998511e-01
8.275766e-08,6.42877,4.319465e-01,4.999139e-01
8.275766e-08,6.60959,4.204065e-01,4.999504e-01
8.275766e-08,6.79041,4.079282e-01,4.999715e-01
8.275766e-08,6.97123,3.945901e-01,4.999837e-01
8.275766e-08,7.15205,3.804914e-01,4.999907e-01
8.275766e-08,7.33288,3.657499e-01,4.999947e-01
8.275766e-08,7.51370,3.505000e-01,4.999969e-01
8.275766e-08,7.69452,3.348890e-01,4.999982e-01
8.275766e-08,7.87534,3.190740e-01,4.999990e-01
8.275766e-08,8.05616,3.032177e-01,4.999994e-01
8.275766e-08,8.23699,2.874854e-01,4.999997e-01
8.275766e-08,8.41781,2.720403e-01,4.999998e-01
8.275766e-08,8.59863,2.570410e-01,4.999999e-01
8.275766e-08,8.77945,2.426371e-01,4.999999e-01
8.275766e-08,8.96027,2.289676e-01,5.000000e-01
8.275766e-08,9.14110,2.161574e-01,5.000000e-01
8.275766e-08,9.32192,2.043164e-01,5.000000e-01
8.275766e-08,9.50274,1.935377e-01,5.000000e-01
8.275766e-08,9.68356,1.838968e-01,5.000000e-01
8.275766e-08,9.86438,1.754518e-01,5.000000e-01
1.110867e-07,0.10000,5.000000e-01,5.000000e-01
1.110867e-07,0.28082,5.000000e-01,4.997706e-01
1.110867e-07,0.46164,5.000000e-01,4.713725e-01
1.110867e-07,0.64247,5.000000e-01,3.055741e-01
1.110867e-07,0.82329,5.000000e-01,9.906573e-02
1.110867e-07,1.00411,5.000000e-01,1.563953e-02
1.110867e-07,1.18493,5.000000e-01,1.659307e-03
1.110867e-07,1.36575,5.000000e-01,1.438128e-03
1.110867e-07,1.54658,5.000000e-01,4.673524e-03
1.110867e-07,1.72740,5.000000e-01,1.236703e-02
1.110867e-07,1.90822,5.000000e-01,2.699434e-02
1.110867e-07,2.08904,4.999998e-01,5.081162e-02
1.110867e-07,2.26986,4.999991e-01,8.500063e-02
1.110867e-07,2.45068,4.999965e-01,1.290655e-01
1.110867e-07,2.63151,4.999890e-01,1.806871e-01
1.110867e-07,2.81233,4.999703e-01,2.361376e-01
1.110867e-07,2.99315,4.999290e-01,2.911241e-01
1.110867e-07,3.17397,4.998462e-01,3.417473e-01
1.110867e-07,3.35479,4.996935e-01,3.852385e-01
1.110867e-07,3.53562,4.994310e-01,4.202729e-01
1.110867e-07,3.71644,4.990056e-01,4.468576e-01
1.110867e-07,3.89726,4.983506e-01,4.659459e-01
1.110867e-07,4.07808,4.973855e-01,4.789716e-01
1.110867e-07,4.25890,4.960170e-01,4.874552e-01
1.110867e-07,4.43973,4.941413e-01,4.927505e-01
1.110867e-07,4.62055,4.916466e-01,4.959307e-01
1.110867e-07,4.80137,4.884169e-01,4.977752e-01
1.110867e-07,4.98219,4.843360e-01,4.988121e-01
1.110867e-07,5.16301,4.792925e-01,4.993790e-01
1.110867e-07,5.34384,4.731847e-01,4.996814e-01
1.110867e-07,5.52466,4.659257e-01,4.998392e-01
1.110867e-07,5.70548,4.574482e-01,4.999200e-01
1.110867e-07,5.88630,4.477094e-01,4.999607e-01
1.110867e-07,6.06712,4.366941e-01,4.999809e-01
1.110867e-07,6.24795,4.244183e-01,4.999908e-01
1.110867e-07,6.42877,4.109305e-01,4.999956e-01
1.110867e-07,6.60959,3.963125e-01,4.999979e-01
1.110867e-07,6.79041,3.806784e-01,4.999990e-01
1.110867e-07,6.97123,3.641728e-01,4.999995e-01
1.110867e-07,7.15205,3.469672e-01,4.999998e-01
1.110867e-07,7.33288,3.292559e-01,4.999999e-01
1.110867e-07,7.51370,3.112502e-01,4.999999e-01
1.110867e-07,7.69452,2.931727e-01,5.000000e-01
1.110867e-07,7.87534,2.752510e-01,5.000000e-01
1.110867e-07,8.05616,2.577114e-01,5.000000e-01
1.110867e-07,8.23699,2.407726e-01,5.000000e-01
1.110867e-07,8.41781,2.246405e-01,5.000000e-01
1.110867e-07,8.59863,2.095027e-01,5.000000e-01
1.110867e-07,8.77945,1.955255e-01,5.000000e-01
1.110867e-07,8.96027,1.828502e-01,5.000000e-01
1.110867e-07,9.14110,1.715914e-01,5.000000e-01
1.110867e-07,9.32192,1.618364e-01,5.000000e-01
1.110867e-07,9.50274,1.536450e-01,5.000000e-01
1.110867e-07,9.68356,1.470504e-01,5.000000e-01
1.110867e-07,9.86438,1.420610e-01,5.000000e-01
1.491132e-07,0.10000,5.000000e-01,5.000000e-01
1.491132e-07,0.28082,5.000000e-01,4.996921e-01
1.491132e-07,0.46164,5.000000e-01,4.619544e-01
1.491132e-07,0.64247,5.000000e-01,2.581735e-01
1.491132e-07,0.82329,5.000000e-01,5.692023e-02
1.491132e-07,1.00411,5.000000e-01,4.804272e-03
1.491132e-07,1.18493,5.000000e-01,5.452195e-04
1.491132e-07,1.36575,5.000000e-01,1.820103e-03
1.491132e-07,1.54658,5.000000e-01,6.257785e-03
1.491132e-07,1.72740,5.000000e-01,1.652951e-02
1.491132e-07,1.90822,5.000000e-01,3.589596e-02
1.491132e-07,2.08904,4.999997e-01,6.699118e-02
1.491132e-07,2.26986,4.999987e-01,1.106443e-01
1.491132e-07,2.45068,4.999953e-01,1.651051e-01
1.491132e-07,2.63151,4.999852e-01,2.261266e-01
1.491132e-07,2.81233,4.999602e-01,2.879912e-01
1.491132e-07,2.99315,4.999047e-01,3.450742e-01
1.491132e-07,3.17397,4.997935e-01,3.932605e-01
1.491132e-07,3.35479,4.995887e-01,4.306577e-01
1.491132e-07,3.53562,4.992364e-01,4.574737e-01
1.491132e-07,3.71644,4.986657e-01,4.753289e-01
1.491132e-07,3.89726,4.977873e-01,4.864244e-01
1.491132e-07,4.07808,4.964936e-01,4.928923e-01
1.491132e-07,4.25890,4.946609e-01,4.964470e-01
