t_readout_s,T_K,P_err_default,P_err_small_barrier
1.491132e-07,4.43973,4.921517e-01,4.982982e-01
1.491132e-07,4.62055,4.888196e-01,4.992161e-01
1.491132e-07,4.80137,4.845144e-01,4.996514e-01
1.491132e-07,4.98219,4.790888e-01,4.998499e-01
1.491132e-07,5.16301,4.724056e-01,4.999371e-01
1.491132e-07,5.34384,4.643451e-01,4.999743e-01
1.491132e-07,5.52466,4.548134e-01,4.999897e-01
1.491132e-07,5.70548,4.437489e-01,4.999960e-01
1.491132e-07,5.88630,4.311291e-01,4.999985e-01
1.491132e-07,6.06712,4.169756e-01,4.999994e-01
1.491132e-07,6.24795,4.013570e-01,4.999998e-01
1.491132e-07,6.42877,3.843905e-01,4.999999e-01
1.491132e-07,6.60959,3.662404e-01,5.000000e-01
1.491132e-07,6.79041,3.471147e-01,5.000000e-01
1.491132e-07,6.97123,3.272597e-01,5.000000e-01
1.491132e-07,7.15205,3.069521e-01,5.000000e-01
1.491132e-07,7.33288,2.864899e-01,5.000000e-01
1.491132e-07,7.51370,2.661821e-01,5.000000e-01
1.491132e-07,7.69452,2.463384e-01,5.000000e-01
1.491132e-07,7.87534,2.272590e-01,5.000000e-01
1.491132e-07,8.05616,2.092243e-01,5.000000e-01
1.491132e-07,8.23699,1.924876e-01,5.000000e-01
1.491132e-07,8.41781,1.772678e-01,5.000000e-01
1.491132e-07,8.59863,1.637451e-01,5.000000e-01
1.491132e-07,8.77945,1.520580e-01,5.000000e-01
1.491132e-07,8.96027,1.423026e-01,5.000000e-01
1.491132e-07,9.14110,1.345338e-01,5.000000e-01
1.491132e-07,9.32192,1.287675e-01,5.000000e-01
1.491132e-07,9.50274,1.249843e-01,5.000000e-01
1.491132e-07,9.68356,1.231337e-01,5.000000e-01
1.491132e-07,9.86438,1.231395e-01,5.000000e-01
2.001566e-07,0.10000,5.000000e-01,5.000000e-01
2.001566e-07,0.28082,5.000000e-01,4.995868e-01
2.001566e-07,0.46164,5.000000e-01,4.496074e-01
2.001566e-07,0.64247,5.000000e-01,2.058960e-01
2.001566e-07,0.82329,5.000000e-01,2.705474e-02
2.001566e-07,1.00411,5.000000e-01,1.022048e-03
2.001566e-07,1.18493,5.000000e-01,4.950418e-04
2.001566e-07,1.36575,5.000000e-01,2.435886e-03
2.001566e-07,1.54658,5.000000e-01,8.381763e-03
2.001566e-07,1.72740,5.000000e-01,2.206132e-02
2.001566e-07,1.90822,4.999999e-01,4.758196e-02
2.001566e-07,2.08904,4.999996e-01,8.779684e-02
2.001566e-07,2.26986,4.999983e-01,1.425928e-01
2.001566e-07,2.45068,4.999937e-01,2.080389e-01
2.001566e-07,2.63151,4.999802e-01,2.771246e-01
2.001566e-07,2.81233,4.999465e-01,3.419471e-01
2.001566e-07,2.99315,4.998721e-01,3.962618e-01
2.001566e-07,3.17397,4.997229e-01,4.370850e-01
2.001566e-07,3.35479,4.994479e-01,4.647383e-01
2.001566e-07,3.53562,4.989753e-01,4.817074e-01
2.001566e-07,3.71644,4.982098e-01,4.911923e-01
2.001566e-07,3.89726,4.970321e-01,4.960498e-01
2.001566e-07,4.07808,4.952990e-01,4.983427e-01
2.001566e-07,4.25890,4.928464e-01,4.993466e-01
2.001566e-07,4.43973,4.894937e-01,4.997567e-01
2.001566e-07,4.62055,4.850505e-01,4.999141e-01
2.001566e-07,4.80137,4.793254e-01,4.999710e-01
2.001566e-07,4.98219,4.721356e-01,4.999907e-01
2.001566e-07,5.16301,4.633185e-01,4.999971e-01
2.001566e-07,5.34384,4.527430e-01,4.999991e-01
2.001566e-07,5.52466,4.403211e-01,4.999997e-01
2.001566e-07,5.70548,4.260183e-01,4.999999e-01
2.001566e-07,5.88630,4.098621e-01,5.000000e-01
2.001566e-07,6.06712,3.919475e-01,5.000000e-01
2.001566e-07,6.24795,3.724392e-01,5.000000e-01
2.001566e-07,6.42877,3.515701e-01,5.000000e-01
2.001566e-07,6.60959,3.296357e-01,5.000000e-01
2.001566e-07,6.79041,3.069838e-01,5.000000e-01
2.001566e-07,6.97123,2.840022e-01,5.000000e-01
2.001566e-07,7.15205,2.611024e-01,5.000000e-01
2.001566e-07,7.33288,2.387033e-01,5.000000e-01
2.001566e-07,7.51370,2.172133e-01,5.000000e-01
2.001566e-07,7.69452,1.970144e-01,5.000000e-01
2.001566e-07,7.87534,1.784479e-01,5.000000e-01
2.001566e-07,8.05616,1.618032e-01,5.000000e-01
2.001566e-07,8.23699,1.473101e-01,5.000000e-01
2.001566e-07,8.41781,1.351350e-01,5.000000e-01
2.001566e-07,8.59863,1.253801e-01,5.000000e-01
2.001566e-07,8.77945,1.180869e-01,5.000000e-01
2.001566e-07,8.96027,1.132413e-01,5.000000e-01
2.001566e-07,9.14110,1.107809e-01,5.000000e-01
2.001566e-07,9.32192,1.106038e-01,5.000000e-01
2.001566e-07,9.50274,1.125769e-01,5.000000e-01
2.001566e-07,9.68356,1.165447e-01,5.000000e-01
2.001566e-07,9.86438,1.223369e-01,5.000000e-01
2.686728e-07,0.10000,5.000000e-01,5.000000e-01
2.686728e-07,0.28082,5.000000e-01,4.994454e-01
2.686728e-07,0.46164,5.000000e-01,4.335511e-01
2.686728e-07,0.64247,5.000000e-01,1.519662e-01
2.686728e-07,0.82329,5.000000e-01,9.970302e-03
2.686728e-07,1.00411,5.000000e-01,1.856747e-04
2.686728e-07,1.18493,5.000000e-01,6.480408e-04
2.686728e-07,1.36575,5.000000e-01,3.266885e-03
2.686728e-07,1.54658,5.000000e-01,1.121855e-02
2.686728e-07,1.72740,5.000000e-01,2.938736e-02
2.686728e-07,1.90822,4.999999e-01,6.280698e-02
2.686728e-07,2.08904,4.999995e-01,1.141617e-01
2.686728e-07,2.26986,4.999977e-01,1.813956e-01
2.686728e-07,2.45068,4.999915e-01,2.571460e-01
2.686728e-07,2.63151,4.999734e-01,3.309786e-01
2.686728e-07,2.81233,4.999282e-01,3.934414e-01
2.686728e-07,2.99315,4.998283e-01,4.394480e-01
2.686728e-07,3.17397,4.996281e-01,4.690544e-01
2.686728e-07,3.35479,4.992591e-01,4.857743e-01
2.686728e-07,3.53562,4.986250e-01,4.941051e-01
2.686728e-07,3.71644,4.975985e-01,4.977899e-01
2.686728e-07,3.89726,4.960202e-01,4.992467e-01
2.686728e-07,4.07808,4.937000e-01,4.997653e-01
2.686728e-07,4.25890,4.904213e-01,4.999327e-01
2.686728e-07,4.43973,4.859484e-01,4.999821e-01
2.686728e-07,4.62055,4.800372e-01,4.999956e-01
2.686728e-07,4.80137,4.724482e-01,4.999990e-01
2.686728e-07,4.98219,4.629625e-01,4.999998e-01
2.686728e-07,5.16301,4.513989e-01,5.000000e-01
2.686728e-07,5.34384,4.376315e-01,5.000000e-01
2.686728e-07,5.52466,4.216063e-01,5.000000e-01
2.686728e-07,5.70548,4.033551e-01,5.000000e-01
2.686728e-07,5.88630,3.830053e-01,5.000000e-01
2.686728e-07,6.06712,3.607840e-01,5.000000e-01
2.686728e-07,6.24795,3.370159e-01,5.000000e-01
2.686728e-07,6.42877,3.121132e-01,5.000000e-01
2.686728e-07,6.60959,2.865596e-01,5.000000e-01
2.686728e-07,6.79041,2.608882e-01,5.000000e-01
2.686728e-07,6.97123,2.356555e-01,5.000000e-01
2.686728e-07,7.15205,2.114132e-01,5.000000e-01
2.686728e-07,7.33288,1.886809e-01,5.000000e-01
2.686728e-07,7.51370,1.679219e-01,5.000000e-01
2.686728e-07,7.69452,1.495232e-01,5.000000e-01
2.686728e-07,7.87534,1.337832e-01,5.000000e-01
2.686728e-07,8.05616,1.209044e-01,5.000000e-01
2.686728e-07,8.23699,1.109949e-01,5.000000e-01
2.686728e-07,8.41781,1.040743e-01,5.000000e-01
2.686728e-07,8.59863,1.000845e-01,5.000000e-01
2.686728e-07,8.77945,9.890390e-02,5.000000e-01
2.686728e-07,8.96027,1.003623e-01,5.000000e-01
2.686728e-07,9.14110,1.042558e-01,5.000000e-01
2.686728e-07,9.32192,1.103600e-01,5.000000e-01
2.686728e-07,9.50274,1.184413e-01,5.000000e-01
2.686728e-07,9.68356,1.282657e-01,5.000000e-01
2.686728e-07,9.86438,1.396048e-01,5.000000e-01
3.606431e-07,0.10000,5.000000e-01,5.000000e-01
3.606431e-07,0.28082,5.000000e-01,4.992557e-01
3.606431e-07,0.46164,5.000000e-01,4.128963e-01
3.606431e-07,0.64247,5.000000e-01,1.010869e-01
3.606431e-07,0.82329,5.000000e-01,2.613242e-03
3.606431e-07,1.00411,5.000000e-01,1.024278e-04
3.606431e-07,1.18493,5.000000e-01,8.692408e-04
3.606431e-07,1.36575,5.000000e-01,4.380272e-03
3.606431e-07,1.54658,5.000000e-01,1.500069e-02
3.606431e-07,1.72740,5.000000e-01,3.904498e-02
3.606431e-07,1.90822,4.999999e-01,8.244137e-02
3.606431e-07,2.08904,4.999994e-01,1.469201e-01
3.606431e-07,2.26986,4.999969e-01,2.269420e-01
3.606431e-07,2.45068,4.999886e-01,3.103349e-01
3.606431e-07,2.63151,4.999643e-01,3.833989e-01
3.606431e-07,2.81233,4.999036e-01,4.372280e-01
3.606431e-07,2.99315,4.997695e-01,4.706045e-01
3.606431e-07,3.17397,4.995008e-01,4.880613e-01
3.606431e-07,3.35479,4.990057e-01,4.957938e-01
3.606431e-07,3.53562,4.981551e-01,4.987108e-01
3.606431e-07,3.71644,4.967791e-01,4.996545e-01
3.606431e-07,3.89726,4.946652e-01,4.999185e-01
3.606431e-07,4.07808,4.915618e-01,4.999830e-01
3.606431e-07,4.25890,4.871849e-01,4.999968e-01
3.606431e-07,4.43973,4.812302e-01,4.999995e-01
3.606431e-07,4.62055,4.733898e-01,4.999999e-01
3.606431e-07,4.80137,4.633732e-01,5.000000e-01
3.606431e-07,4.98219,4.509321e-01,5.000000e-01
3.606431e-07,5.16301,4.358867e-01,5.000000e-01
3.606431e-07,5.34384,4.181513e-01,5.000000e-01
3.606431e-07,5.52466,3.977570e-01,5.000000e-01
3.606431e-07,5.70548,3.748686e-01,5.000000e-01
3.606431e-07,5.88630,3.497919e-01,5.000000e-01
3.606431e-07,6.06712,3.229704e-01,5.000000e-01
3.606431e-07,6.24795,2.949696e-01,5.000000e-01
3.606431e-07,6.42877,2.664505e-01,5.000000e-01
3.606431e-07,6.60959,2.381324e-01,5.000000e-01
3.606431e-07,6.79041,2.107500e-01,5.000000e-01
3.606431e-07,6.97123,1.850088e-01,5.000000e-01
3.606431e-07,7.15205,1.615431e-01,5.000000e-01
3.606431e-07,7.33288,1.408818e-01,5.000000e-01
3.606431e-07,7.51370,1.234244e-01,5.000000e-01
3.606431e-07,7.69452,1.094298e-01,5.000000e-01
3.606431e-07,7.87534,9.901778e-02,5.000000e-01
3.606431e-07,8.05616,9.218029e-02,5.000000e-01
3.606431e-07,8.23699,8.880212e-02,5.000000e-01
3.606431e-07,8.41781,8.868527e-02,5.000000e-01
3.606431e-07,8.59863,9.157477e-02,5.000000e-01
3.606431e-07,8.77945,9.718269e-02,5.000000e-01
3.606431e-07,8.96027,1.052082e-01,5.000000e-01
3.606431e-07,9.14110,1.153527e-01,5.000000e-01
3.606431e-07,9.32192,1.273294e-01,5.000000e-01
3.606431e-07,9.50274,1.408691e-01,5.000000e-01
3.606431e-07,9.68356,1.557209e-01,5.000000e-01
3.606431e-07,9.86438,1.716517e-01,5.000000e-01
4.840960e-07,0.10000,5.000000e-01,5.000000e-01
4.840960e-07,0.28082,5.000000e-01,4.990011e-01
4.840960e-07,0.46164,5.000000e-01,3.867095e-01
4.840960e-07,0.64247,5.000000e-01,5.848375e-02
4.840960e-07,0.82329,5.000000e-01,4.371080e-04
4.840960e-07,1.00411,5.000000e-01,1.289338e-04
4.840960e-07,1.18493,5.000000e-01,1.166443e-03
4.840960e-07,1.36575,5.000000e-01,5.870864e-03
4.840960e-07,1.54658,5.000000e-01,2.003155e-02
4.840960e-07,1.72740,5.000000e-01,5.169770e-02
4.840960e-07,1.90822,4.999999e-01,1.074178e-01
4.840960e-07,2.08904,4.999991e-01,1.865628e-01
4.840960e-07,2.26986,4.999959e-01,2.780148e-01
4.840960e-07,2.45068,4.999846e-01,3.638933e-01
4.840960e-07,2.63151,4.999521e-01,4.291615e-01
4.840960e-07,2.81233,4.998707e-01,4.691488e-01
4.840960e-07,2.99315,4.996906e-01,4.888571e-01
4.840960e-07,3.17397,4.993301e-01,4.966755e-01
4.840960e-07,3.35479,4.986658e-01,4.991805e-01
4.840960e-07,3.53562,4.975252e-01,4.998324e-01
4.840960e-07,3.71644,4.956813e-01,4.999714e-01
4.840960e-07,3.89726,4.928521e-01,4.999959e-01
4.840960e-07,4.07808,4.887062e-01,4.999995e-01
4.840960e-07,4.25890,4.828744e-01,4.999999e-01
4.840960e-07,4.43973,4.749692e-01,5.000000e-01
4.840960e-07,4.62055,4.646124e-01,5.000000e-01
4.840960e-07,4.80137,4.514677e-01,5.000000e-01
4.840960e-07,4.98219,4.352795e-01,5.000000e-01
4.840960e-07,5.16301,4.159118e-01,5.000000e-01
4.840960e-07,5.34384,3.933845e-01,5.000000e-01
4.840960e-07,5.52466,3.679007e-01,5.000000e-01
4.840960e-07,5.70548,3.398606e-01,5.000000e-01
4.840960e-07,5.88630,3.098579e-01,5.000000e-01
4.840960e-07,6.06712,2.786550e-01,5.000000e-01
4.840960e-07,6.24795,2.471389e-01,5.000000e-01
4.840960e-07,6.42877,2.162617e-01,5.000000e-01
4.840960e-07,6.60959,1.869714e-01,5.000000e-01
4.840960e-07,6.79041,1.601418e-01,5.000000e-01
4.840960e-07,6.97123,1.365118e-01,5.000000e-01
4.840960e-07,7.15205,1.166407e-01,5.000000e-01
4.840960e-07,7.33288,1.008845e-01,5.000000e-01
4.840960e-07,7.51370,8.939516e-02,5.000000e-01
4.840960e-07,7.69452,8.214013e-02,5.000000e-01
4.840960e-07,7.87534,7.893632e-02,5.000000e-01
4.840960e-07,8.05616,7.949224e-02,5.000000e-01
4.840960e-07,8.23699,8.345082e-02,5.000000e-01
4.840960e-07,8.41781,9.042738e-02,5.000000e-01
4.840960e-07,8.59863,1.000387e-01,5.000000e-01
4.840960e-07,8.77945,1.119222e-01,5.000000e-01
4.840960e-07,8.96027,1.257449e-01,5.000000e-01
4.840960e-07,9.14110,1.412052e-01,5.000000e-01
4.840960e-07,9.32192,1.580294e-01,5.000000e-01
4.840960e-07,9.50274,1.759649e-01,5.000000e-01
4.840960e-07,9.68356,1.947737e-01,5.000000e-01
4.840960e-07,9.86438,2.142266e-01,5.000000e-01
6.498085e-07,0.10000,5.000000e-01,5.000000e-01
6.498085e-07,0.28082,5.000000e-01,4.986597e-01
6.498085e-07,0.46164,5.000000e-01,3.541504e-01
6.498085e-07,0.64247,5.000000e-01,2.805575e-02
6.498085e-07,0.82329,5.000000e-01,4.582721e-05
6.498085e-07,1.00411,5.000000e-01,1.728783e-04
6.498085e-07,1.18493,5.000000e-01,1.565106e-03
6.498085e-07,1.36575,5.000000e-01,7.864660e-03
6.498085e-07,1.54658,5.000000e-01,2.670259e-02
6.498085e-07,1.72740,5.000000e-01,6.813734e-02
6.498085e-07,1.90822,4.999998e-01,1.386116e-01
6.498085e-07,2.08904,4.999988e-01,2.328700e-01
6.498085e-07,2.26986,4.999945e-01,3.318842e-01
6.498085e-07,2.45068,4.999794e-01,4.128151e-01
6.498085e-07,2.63151,4.999356e-01,4.637133e-01
6.498085e-07,2.81233,4.998264e-01,4.881102e-01
6.498085e-07,2.99315,4.995848e-01,4.969695e-01
6.498085e-07,3.17397,4.991009e-01,4.994024e-01
6.498085e-07,3.35479,4.982099e-01,4.999088e-01
6.498085e-07,3.53562,4.966808e-01,4.999892e-01
6.498085e-07,3.71644,4.942115e-01,4.999990e-01
6.498085e-07,3.89726,4.904289e-01,4.999999e-01
6.498085e-07,4.07808,4.848993e-01,5.000000e-01
6.498085e-07,4.25890,4.771484e-01,5.000000e-01
6.498085e-07,4.43973,4.666937e-01,5.000000e-01
6.498085e-07,4.62055,4.530877e-01,5.000000e-01
6.498085e-07,4.80137,4.359710e-01,5.000000e-01
6.498085e-07,4.98219,4.151302e-01,5.000000e-01
6.498085e-07,5.16301,3.905537e-01,5.000000e-01
6.498085e-07,5.34384,3.624769e-01,5.000000e-01
6.498085e-07,5.52466,3.314074e-01,5.000000e-01
6.498085e-07,5.70548,2.981219e-01,5.000000e-01
6.498085e-07,5.88630,2.636291e-01,5.000000e-01
6.498085e-07,6.06712,2.291000e-01,5.000000e-01
6.498085e-07,6.24795,1.957722e-01,5.000000e-01
6.498085e-07,6.42877,1.648413e-01,5.000000e-01
6.498085e-07,6.60959,1.373555e-01,5.000000e-01
6.498085e-07,6.79041,1.141306e-01,5.000000e-01
6.498085e-07,6.97123,9.569827e-02,5.000000e-01
6.498085e-07,7.15205,8.229354e-02,5.000000e-01
6.498085e-07,7.33288,7.388037e-02,5.000000e-01
6.498085e-07,7.51370,7.020537e-02,5.000000e-01
6.498085e-07,7.69452,7.086692e-02,5.000000e-01
6.498085e-07,7.87534,7.538546e-02,5.000000e-01
6.498085e-07,8.05616,8.326331e-02,5.000000e-01
6.498085e-07,8.23699,9.402723e-02,5.000000e-01
6.498085e-07,8.41781,1.072515e-01,5.000000e-01
6.498085e-07,8.59863,1.225642e-01,5.000000e-01
6.498085e-07,8.77945,1.396411e-01,5.000000e-01
6.498085e-07,8.96027,1.581933e-01,5.000000e-01
6.498085e-07,9.14110,1.779524e-01,5.000000e-01
6.498085e-07,9.32192,1.986584e-01,5.000000e-01
6.498085e-07,9.50274,2.200512e-01,5.000000e-01
6.498085e-07,9.68356,2.418659e-01,5.000000e-01
6.498085e-07,9.86438,2.638336e-01,5.000000e-01
8.722466e-07,0.10000,5.000000e-01,5.000000e-01
8.722466e-07,0.28082,5.000000e-01,4.982017e-01
8.722466e-07,0.46164,5.000000e-01,3.147134e-01
8.722466e-07,0.64247,5.000000e-01,1.046665e-02
8.722466e-07,0.82329,5.000000e-01,1.122944e-05
8.722466e-07,1.00411,5.000000e-01,2.320420e-04
8.722466e-07,1.18493,5.000000e-01,2.099736e-03
8.722466e-07,1.36575,5.000000e-01,1.052832e-02
8.722466e-07,1.54658,5.000000e-01,3.551168e-02
8.722466e-07,1.72740,5.000000e-01,8.926076e-02
8.722466e-07,1.90822,4.999998e-01,1.766228e-01
8.722466e-07,2.08904,4.999984e-01,2.844595e-01
8.722466e-07,2.26986,4.999926e-01,3.842368e-01
8.722466e-07,2.45068,4.999723e-01,4.520502e-01
8.722466e-07,2.63151,4.999136e-01,4.852165e-01
8.722466e-07,2.81233,4.997670e-01,4.966938e-01
8.722466e-07,2.99315,4.994427e-01,4.994722e-01
8.722466e-07,3.17397,4.987936e-01,4.999403e-01
8.722466e-07,3.35479,4.975986e-01,4.999952e-01
8.722466e-07,3.53562,4.955497e-01,4.999997e-01
8.722466e-07,3.71644,4.922455e-01,5.000000e-01
8.722466e-07,3.89726,4.871950e-01,5.000000e-01
8.722466e-07,4.07808,4.798360e-01,5.000000e-01
8.722466e-07,4.25890,4.695695e-01,5.000000e-01
8.722466e-07,4.43973,4.558129e-01,5.000000e-01
8.722466e-07,4.62055,4.380696e-01,5.000000e-01
8.722466e-07,4.80137,4.160111e-01,5.000000e-01
8.722466e-07,4.98219,3.895616e-01,5.000000e-01
8.722466e-07,5.16301,3.589704e-01,5.000000e-01
8.722466e-07,5.34384,3.248570e-01,5.000000e-01
8.722466e-07,5.52466,2.882127e-01,5.000000e-01
8.722466e-07,5.70548,2.503470e-01,5.000000e-01
8.722466e-07,5.88630,2.127813e-01,5.000000e-01
8.722466e-07,6.06712,1.770989e-01,5.000000e-01
8.722466e-07,6.24795,1.447780e-01,5.000000e-01
8.722466e-07,6.42877,1.170364e-01,5.000000e-01
8.722466e-07,6.60959,9.471990e-02,5.000000e-01
8.722466e-07,6.79041,7.825274e-02,5.000000e-01
8.722466e-07,6.97123,6.765657e-02,5.000000e-01
8.722466e-07,7.15205,6.262571e-02,5.000000e-01
8.722466e-07,7.33288,6.263585e-02,5.000000e-01
8.722466e-07,7.51370,6.705836e-02,5.000000e-01
8.722466e-07,7.69452,7.525688e-02,5.000000e-01
8.722466e-07,7.87534,8.665193e-02,5.000000e-01
8.722466e-07,8.05616,1.007506e-01,5.000000e-01
8.722466e-07,8.23699,1.171466e-01,5.000000e-01
8.722466e-07,8.41781,1.355021e-01,5.000000e-01
8.722466e-07,8.59863,1.555205e-01,5.000000e-01
8.722466e-07,8.77945,1.769211e-01,5.000000e-01
8.722466e-07,8.96027,1.994190e-01,5.000000e-01
8.722466e-07,9.14110,2.227136e-01,5.000000e-01
8.722466e-07,9.32192,2.464858e-01,5.000000e-01
8.722466e-07,9.50274,2.704008e-01,5.000000e-01
8.722466e-07,9.68356,2.941175e-01,5.000000e-01
8.722466e-07,9.86438,3.172997e-01,5.000000e-01
1.170828e-06,0.10000,5.000000e-01,5.000000e-01
1.170828e-06,0.28082,5.000000e-01,4.975876e-01
1.170828e-06,0.46164,5.000000e-01,2.685911e-01
1.170828e-06,0.64247,5.000000e-01,2.786240e-03
1.170828e-06,0.82329,5.000000e-01,1.306749e-05
1.170828e-06,1.00411,5.000000e-01,3.114484e-04
1.170828e-06,1.18493,5.000000e-01,2.816476e-03
1.170828e-06,1.36575,5.000000e-01,1.408113e-02
1.170828e-06,1.54658,5.000000e-01,4.707905e-02
1.170828e-06,1.72740,5.000000e-01,1.159999e-01
1.170828e-06,1.90822,4.999997e-01,2.214372e-01
1.170828e-06,2.08904,4.999979e-01,3.384029e-01
1.170828e-06,2.26986,4.999901e-01,4.298440e-01
1.170828e-06,2.45068,4.999629e-01,4.785094e-01
1.170828e-06,2.63151,4.998840e-01,4.955709e-01
1.170828e-06,2.81233,4.996873e-01,4.994068e-01
1.170828e-06,2.99315,4.992521e-01,4.999495e-01
1.170828e-06,3.17397,4.983812e-01,4.999973e-01
1.170828e-06,3.35479,4.967792e-01,4.999999e-01
1.170828e-06,3.53562,4.940355e-01,5.000000e-01
1.170828e-06,3.71644,4.896188e-01,5.000000e-01
1.170828e-06,3.89726,4.828876e-01,5.000000e-01
1.170828e-06,4.07808,4.731227e-01,5.000000e-01
1.170828e-06,4.25890,4.595860e-01,5.000000e-01
1.170828e-06,4.43973,4.416077e-01,5.000000e-01
1.170828e-06,4.62055,4.186966e-01,5.000000e-01
1.170828e-06,4.80137,3.906634e-01,5.000000e-01
1.170828e-06,4.98219,3.577341e-01,5.000000e-01
1.170828e-06,5.16301,3.206293e-01,5.000000e-01
1.170828e-06,5.34384,2.805785e-01,5.000000e-01
1.170828e-06,5.52466,2.392496e-01,5.000000e-01
1.170828e-06,5.70548,1.985899e-01,5.000000e-01
1.170828e-06,5.88630,1.605987e-01,5.000000e-01
1.170828e-06,6.06712,1.270738e-01,5.000000e-01
1.170828e-06,6.24795,9.939009e-02,5.000000e-01
1.170828e-06,6.42877,7.835880e-02,5.000000e-01
1.170828e-06,6.60959,6.420047e-02,5.000000e-01
1.170828e-06,6.79041,5.662626e-02,5.000000e-01
1.170828e-06,6.97123,5.499537e-02,5.000000e-01
1.170828e-06,7.15205,5.849803e-02,5.000000e-01
1.170828e-06,7.33288,6.631590e-02,5.000000e-01
1.170828e-06,7.51370,7.772854e-02,5.000000e-01
1.170828e-06,7.69452,9.215781e-02,5.000000e-01
1.170828e-06,7.87534,1.091610e-01,5.000000e-01
1.170828e-06,8.05616,1.283934e-01,5.000000e-01
1.170828e-06,8.23699,1.495604e-01,5.000000e-01
1.170828e-06,8.41781,1.723751e-01,5.000000e-01
1.170828e-06,8.59863,1.965286e-01,5.000000e-01
1.170828e-06,8.77945,2.216745e-01,5.000000e-01
1.170828e-06,8.96027,2.474272e-01,5.000000e-01
1.170828e-06,9.14110,2.733697e-01,5.000000e-01
1.170828e-06,9.32192,2.990691e-01,5.000000e-01
1.170828e-06,9.50274,3.240962e-01,5.000000e-01
1.170828e-06,9.68356,3.480462e-01,5.000000e-01
1.170828e-06,9.86438,3.705594e-01,5.000000e-01
1.571618e-06,0.10000,5.000000e-01,5.000000e-01
1.571618e-06,0.28082,5.000000e-01,4.967645e-01
1.571618e-06,0.46164,5.000000e-01,2.171244e-01
1.571618e-06,0.64247,5.000000e-01,4.715797e-04
1.571618e-06,0.82329,5.000000e-01,1.751453e-05
1.571618e-06,1.00411,5.000000e-01,4.180167e-04
1.571618e-06,1.18493,5.000000e-01,3.776944e-03
1.571618e-06,1.36575,5.000000e-01,1.880961e-02
1.571618e-06,1.54658,5.000000e-01,6.215451e-02
1.571618e-06,1.72740,5.000000e-01,1.491762e-01
1.571618e-06,1.90822,4.999996e-01,2.719871e-01
1.571618e-06,2.08904,4.999972e-01,3.902217e-01
1.571618e-06,2.26986,4.999867e-01,4.641818e-01
1.571618e-06,2.45068,4.999502e-01,4.926818e-01
1.571618e-06,2.63151,4.998444e-01,4.991217e-01
1.571618e-06,2.81233,4.995803e-01,4.999409e-01
1.571618e-06,2.99315,4.989963e-01,4.999978e-01
1.571618e-06,3.17397,4.978283e-01,5.000000e-01
1.571618e-06,3.35479,4.956815e-01,5.000000e-01
1.571618e-06,3.53562,4.920102e-01,5.000000e-01
1.571618e-06,3.71644,4.861150e-01,5.000000e-01
1.571618e-06,3.89726,4.771658e-01,5.000000e-01
1.571618e-06,4.07808,4.642594e-01,5.000000e-01
1.571618e-06,4.25890,4.465196e-01,5.000000e-01
1.571618e-06,4.43973,4.232378e-01,5.000000e-01
1.571618e-06,4.62055,3.940438e-01,5.000000e-01
1.571618e-06,4.80137,3.590780e-01,5.000000e-01
1.571618e-06,4.98219,3.191254e-01,5.000000e-01
1.571618e-06,5.16301,2.756604e-01,5.000000e-01
1.571618e-06,5.34384,2.307629e-01,5.000000e-01
1.571618e-06,5.52466,1.868920e-01,5.000000e-01
1.571618e-06,5.70548,1.465477e-01,5.000000e-01
1.571618e-06,5.88630,1.118943e-01,5.000000e-01
1.571618e-06,6.06712,8.444739e-02,5.000000e-01
1.571618e-06,6.24795,6.490799e-02,5.000000e-01
1.571618e-06,6.42877,5.318798e-02,5.000000e-01
1.571618e-06,6.60959,4.859922e-02,5.000000e-01
1.571618e-06,6.79041,5.013010e-02,5.000000e-01
1.571618e-06,6.97123,5.671495e-02,5.000000e-01
1.571618e-06,7.15205,6.742436e-02,5.000000e-01
1.571618e-06,7.33288,8.154879e-02,5.000000e-01
1.571618e-06,7.51370,9.859007e-02,5.000000e-01
1.571618e-06,7.69452,1.181984e-01,5.000000e-01
1.571618e-06,7.87534,1.400934e-01,5.000000e-01
1.571618e-06,8.05616,1.639963e-01,5.000000e-01
1.571618e-06,8.23699,1.895841e-01,5.000000e-01
1.571618e-06,8.41781,2.164682e-01,5.000000e-01
1.571618e-06,8.59863,2.441915e-01,5.000000e-01
1.571618e-06,8.77945,2.722421e-01,5.000000e-01
1.571618e-06,8.96027,3.000755e-01,5.000000e-01
1.571618e-06,9.14110,3.271447e-01,5.000000e-01
1.571618e-06,9.32192,3.529323e-01,5.000000e-01
1.571618e-06,9.50274,3.769817e-01,5.000000e-01
1.571618e-06,9.68356,3.989242e-01,5.000000e-01
1.571618e-06,9.86438,4.184982e-01,5.000000e-01
2.109604e-06,0.10000,5.000000e-01,5.000000e-01
2.109604e-06,0.28082,5.000000e-01,4.956617e-01
2.109604e-06,0.46164,5.000000e-01,1.631931e-01
2.109604e-06,0.64247,5.000000e-01,4.359242e-05
2.109604e-06,0.82329,5.000000e-01,2.350977e-05
2.109604e-06,1.00411,5.000000e-01,5.610291e-04
2.109604e-06,1.18493,5.000000e-01,5.063276e-03
2.109604e-06,1.36575,5.000000e-01,2.508446e-02
2.109604e-06,1.54658,5.000000e-01,8.160467e-02
2.109604e-06,1.72740,4.999999e-01,1.892483e-01
